Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
good hotel nice area singapore away centre,excellent hotel would expect chain modern throughout good staff facilities room breakfast buffet one biggest ever seen honeymoon gave us little cake room well nice touch,4,2,good hotel nice area singapore away centreexcellent hotel would expect chain modern throughout good staff facilities room breakfast buffet one biggest ever seen honeymoon gave us little cake room well nice touch,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9049}",0.9049,2
waterfall ristorante italiano,great ambiance lovely staff good food lida diina topias made great evening us last night orange grove miss looking amazing garden balcony,5,2,waterfall ristorante italianogreat ambiance lovely staff good food lida diina topias made great evening us last night orange grove miss looking amazing garden balcony,"{'neg': 0.045, 'neu': 0.54, 'pos': 0.415, 'compound': 0.9325}",0.9325,2
faultless,faultless near enough stay valley wing like shangri la brand one jewels crown first class service throughout really makes place everything valley wing handled gracious efficiency courtesy despite elegant surroundings children made feel welcome wait return wish could thank everyone valley wing special mention valley wing director aris amin peggy conductor orchestra john rice,5,2,faultlessfaultless near enough stay valley wing like shangri la brand one jewels crown first class service throughout really makes place everything valley wing handled gracious efficiency courtesy despite elegant surroundings children made feel welcome wait return wish could thank everyone valley wing special mention valley wing director aris amin peggy conductor orchestra john rice,"{'neg': 0.036, 'neu': 0.615, 'pos': 0.349, 'compound': 0.9659}",0.9659,2
nice hotel weekend hide away,spent days weekend hide away marriot bonvoy elite even shangri la circle expectation high checked surprise impressed nice deluxe room great hospitality service received even delivered birthday cake warming card go reaching finally multiple efforts thanks yana try table pool wine great food italian restaurant everything perfect definitely back,5,2,nice hotel weekend hide awayspent days weekend hide away marriot bonvoy elite even shangri la circle expectation high checked surprise impressed nice deluxe room great hospitality service received even delivered birthday cake warming card go reaching finally multiple efforts thanks yana try table pool wine great food italian restaurant everything perfect definitely back,"{'neg': 0.045, 'neu': 0.533, 'pos': 0.422, 'compound': 0.9805}",0.9805,2
one best hotels,hard fault anything hotel got great facilities staff excellent food restaurants breakfast dinner high standard high end hotel especially impressed well cater children indoor play area outdoor pool slides also provided kids pack year old upon check gret touch,5,2,one best hotelshard fault anything hotel got great facilities staff excellent food restaurants breakfast dinner high standard high end hotel especially impressed well cater children indoor play area outdoor pool slides also provided kids pack year old upon check gret touch,"{'neg': 0.047, 'neu': 0.598, 'pos': 0.355, 'compound': 0.955}",0.955,2
best hotel singapore,lived asia expat years stayed many top hotels business holiday truly say shangri la singapore best hotel ever stayed asia supposed stay one night en route malaysia ended staying almost three weeks major medical drama shangri la middle night taken local hospital pneumonia staff helpful supportive quickly arranging taxi middle night extending room supplying us special meal requests due strict diet restrictions got hospital cleaning staff gm friendliness personal care received unequaled hotel ever stayed,5,2,best hotel singaporelived asia expat years stayed many top hotels business holiday truly say shangri la singapore best hotel ever stayed asia supposed stay one night en route malaysia ended staying almost three weeks major medical drama shangri la middle night taken local hospital pneumonia staff helpful supportive quickly arranging taxi middle night extending room supplying us special meal requests due strict diet restrictions got hospital cleaning staff gm friendliness personal care received unequaled hotel ever stayed,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.9821}",0.9821,2
worst service town,excellent food terrible service service restaurant bar strikingly bad sorry say fastfood restaurants service better category level absolute go recommend restaurant bar,3,1,worst service townexcellent food terrible service service restaurant bar strikingly bad sorry say fastfood restaurants service better category level absolute go recommend restaurant bar,"{'neg': 0.339, 'neu': 0.508, 'pos': 0.153, 'compound': -0.765}",-0.765,0
finally back favourite hotel,two years since last visit iconic singaporean hotel world certainly changed due pandemic constant lockdowns course difficulty travel thwarted efforts visit favourite destination also favourite hotel guest years experience places unique position checkin go according plans afraid see requested junior suite facing pool unfortunately someone decided would allocate room someone else profile clearly states preferences unfortunately even though request made well advance junior suite city facing two failed attempts room changed decided bother,4,2,finally back favourite hoteltwo years since last visit iconic singaporean hotel world certainly changed due pandemic constant lockdowns course difficulty travel thwarted efforts visit favourite destination also favourite hotel guest years experience places unique position checkin go according plans afraid see requested junior suite facing pool unfortunately someone decided would allocate room someone else profile clearly states preferences unfortunately even though request made well advance junior suite city facing two failed attempts room changed decided bother,"{'neg': 0.159, 'neu': 0.76, 'pos': 0.082, 'compound': -0.7003}",-0.7003,0
careful double charge,double charge could happen stay hotel know start anyway hotel worst hotel experienced untrustworthy hotel customer hotel check invoices credit card account even deposit amount stayed hotel th st august charged sgd checked bit different booked asked double check amount suddenly cancel amount reception informed give call soon reply call checked told pay nights since cancelled amount paid month found,1,0,careful double chargedouble charge could happen stay hotel know start anyway hotel worst hotel experienced untrustworthy hotel customer hotel check invoices credit card account even deposit amount stayed hotel th st august charged sgd checked bit different booked asked double check amount suddenly cancel amount reception informed give call soon reply call checked told pay nights since cancelled amount paid month found,"{'neg': 0.16, 'neu': 0.78, 'pos': 0.06, 'compound': -0.7269}",-0.7269,0
five stars,top hotel prine location orchard rd rooms good size nice restaurants price bit high rooms quiet nice views check easy plenty staff singapore busy city,5,2,five starstop hotel prine location orchard rd rooms good size nice restaurants price bit high rooms quiet nice views check easy plenty staff singapore busy city,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.886}",0.886,2
exceptional service zack law,thank zack helping sort dad golden circle membership encountering problems online system impressed even went departments help thank wonderful time,5,2,exceptional service zack lawthank zack helping sort dad golden circle membership encountering problems online system impressed even went departments help thank wonderful time,"{'neg': 0.08, 'neu': 0.501, 'pos': 0.419, 'compound': 0.8885}",0.8885,2
must stay hotel,must try staycation shangri la experience great stay shangri la went beyond ensure stay would memorable truly remarkable summary kind staff attentive services generous well designed hotel celebrated birthday amenity decoration room nice thankful also given early check late check gave chance explore hotel big breakfast buffet wide variety delicious picnic garden concept also good try rain allows would recommend take pool view rooms resort vibes hotel really exceptional facilities children,5,2,must stay hotelmust try staycation shangri la experience great stay shangri la went beyond ensure stay would memorable truly remarkable summary kind staff attentive services generous well designed hotel celebrated birthday amenity decoration room nice thankful also given early check late check gave chance explore hotel big breakfast buffet wide variety delicious picnic garden concept also good try rain allows would recommend take pool view rooms resort vibes hotel really exceptional facilities children,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9914}",0.9914,2
honeymoon shangri la,honeymoon singapore shangri la arrival room special cake swan towels petals bed rooms clean everything needed food available breakfast superb attention detail high special mention fauzan made us special indian masala tea made us special honeymoon fruit platter request never special service anyone credit hotel big thanks fauzan wonderful service morning amazing hotel,5,2,honeymoon shangri lahoneymoon singapore shangri la arrival room special cake swan towels petals bed rooms clean everything needed food available breakfast superb attention detail high special mention fauzan made us special indian masala tea made us special honeymoon fruit platter request never special service anyone credit hotel big thanks fauzan wonderful service morning amazing hotel,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9853}",0.9853,2
hospitality disappointing,booked shangri la celebrate friend birthday singapore emailed regarding instead suggesting recommended celebration add ons offering complimentary cake marina bay sands reservations team chose advise strict one person limit standard double rooms intending bring one allowed guest find reply showing staff prioritize,2,0,hospitality disappointingbooked shangri la celebrate friend birthday singapore emailed regarding instead suggesting recommended celebration add ons offering complimentary cake marina bay sands reservations team chose advise strict one person limit standard double rooms intending bring one allowed guest find reply showing staff prioritize,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.891}",0.891,2
family resort seen better days,lots nice touches highlight hotel aged facelift needed bring expectation one staying well stared resort like shangri la check check process kind long cumbersome key area needs skilling tech efficiencies might help processes excluding waiting time minutes area amount staff make incompetencies unlike restaurant team varies skill sheer volume cover small errors however two occasion tried little success order beer food quality fine lots choice indian section far stand venturing hotel definitely deliveries better,3,1,family resort seen better dayslots nice touches highlight hotel aged facelift needed bring expectation one staying well stared resort like shangri la check check process kind long cumbersome key area needs skilling tech efficiencies might help processes excluding waiting time minutes area amount staff make incompetencies unlike restaurant team varies skill sheer volume cover small errors however two occasion tried little success order beer food quality fine lots choice indian section far stand venturing hotel definitely deliveries better,"{'neg': 0.024, 'neu': 0.653, 'pos': 0.323, 'compound': 0.9794}",0.9794,2
recuperation,comfortable place stay sure family chose shangrila father post surgery stay disappointed food good tried shang palace origin grill waterfall bought bread shophouse everyday well shang palace definitely favourite service receptionists helpful friendly special mention jas helped since day arrival,5,2,recuperationcomfortable place stay sure family chose shangrila father post surgery stay disappointed food good tried shang palace origin grill waterfall bought bread shophouse everyday well shang palace definitely favourite service receptionists helpful friendly special mention jas helped since day arrival,"{'neg': 0.058, 'neu': 0.595, 'pos': 0.348, 'compound': 0.9274}",0.9274,2
great service,whenever need make choice stay hotel one service always sustained food quality also high always recommend relatives need come visit partner singapore stay room good view city rooms clean never miss details,4,2,great servicewhenever need make choice stay hotel one service always sustained food quality also high always recommend relatives need come visit partner singapore stay room good view city rooms clean never miss details,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.9126}",0.9126,2
stay august th junior suite horizon club access room,confortable suite nice staff thanks paul audrey gian zoe warm welcome services great hotel family huge pool lots kids activities regret kids years old go club except weekend days hightly recommand shangri la bed also really confortable pillow menu thank team wonderful stay room,5,2,stay august th junior suite horizon club access roomconfortable suite nice staff thanks paul audrey gian zoe warm welcome services great hotel family huge pool lots kids activities regret kids years old go club except weekend days hightly recommand shangri la bed also really confortable pillow menu thank team wonderful stay room,"{'neg': 0.041, 'neu': 0.623, 'pos': 0.336, 'compound': 0.9607}",0.9607,2
beautiful hotel smoking rooms despite advertised trip advisor avoid outdoor breakfast,good beautiful patio plants koi squirrels friendly staff good breakfast selection fruits rotating days bad smoking rooms despite advertising deceitful booked known avoid outdoor seating breakfast gangs pidgeons beos waiting guests next leave table get tea leaving food table make absolute massacre food one two dozen birds food feathers flying place kids guests throw food similar effect also required reserve spot breakfast via qr code even might end pax waiting complete mess star hotel unable,2,0,beautiful hotel smoking rooms despite advertised trip advisor avoid outdoor breakfastgood beautiful patio plants koi squirrels friendly staff good breakfast selection fruits rotating days bad smoking rooms despite advertising deceitful booked known avoid outdoor seating breakfast gangs pidgeons beos waiting guests next leave table get tea leaving food table make absolute massacre food one two dozen birds food feathers flying place kids guests throw food similar effect also required reserve spot breakfast via qr code even might end pax waiting complete mess star hotel unable,"{'neg': 0.113, 'neu': 0.729, 'pos': 0.158, 'compound': 0.7721}",0.7721,2
good back,moment arrived stunning hotel reminded tranquility beauty reason always return singapore valley wing stands many reasons stay leaves refreshed relaxed wishing leave old school style attention detail impressive particular like thank raja always around oversee everything need including never letting champagne glasses get empty jergan making breakfast joyful experience peggy organising gluten free requirements wee loong advice places try dining chef richard fabulous high tea canap selections staff dressed impeccably always hand every request,5,2,good backmoment arrived stunning hotel reminded tranquility beauty reason always return singapore valley wing stands many reasons stay leaves refreshed relaxed wishing leave old school style attention detail impressive particular like thank raja always around oversee everything need including never letting champagne glasses get empty jergan making breakfast joyful experience peggy organising gluten free requirements wee loong advice places try dining chef richard fabulous high tea canap selections staff dressed impeccably always hand every request,"{'neg': 0.047, 'neu': 0.572, 'pos': 0.381, 'compound': 0.9876}",0.9876,2
hotel want singapore,wonderful experience shangri la singapore checking leaving hotel hospitality valley wing simply awesome keith benjamin celine zi liang many others remember name valley lounge marvellous stayed many marriott titanium accor diamond properties world shangri la undisputedly one best region definitely back thank,5,2,hotel want singaporewonderful experience shangri la singapore checking leaving hotel hospitality valley wing simply awesome keith benjamin celine zi liang many others remember name valley lounge marvellous stayed many marriott titanium accor diamond properties world shangri la undisputedly one best region definitely back thank,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.9451}",0.9451,2
luxury comfort stay valley wing,probably best hotel singapore spacious room free flow champagne slash waterpark kids quality breakfast steak caviar attentive service definitely unbeatable special thanks benjamin excellent service lobby lounge valley wings come back,5,2,luxury comfort stay valley wingprobably best hotel singapore spacious room free flow champagne slash waterpark kids quality breakfast steak caviar attentive service definitely unbeatable special thanks benjamin excellent service lobby lounge valley wings come back,"{'neg': 0.04, 'neu': 0.477, 'pos': 0.483, 'compound': 0.969}",0.969,2
still favourite,first time back since covid times travelled young child amazing stay overall stayed garden wing time would say worth extra space view room clean well maintained tried several f b outlets staying food good son great time splash buds normal pool also good condition crowded staff attentive kind son requests generally promptly attended negative bags took almost hour brought room check follow stay definitely recommend shangri la sentosa shangri la future continue staying hotel taxi,5,2,still favouritefirst time back since covid times travelled young child amazing stay overall stayed garden wing time would say worth extra space view room clean well maintained tried several f b outlets staying food good son great time splash buds normal pool also good condition crowded staff attentive kind son requests generally promptly attended negative bags took almost hour brought room check follow stay definitely recommend shangri la sentosa shangri la future continue staying hotel taxi,"{'neg': 0.039, 'neu': 0.658, 'pos': 0.303, 'compound': 0.9729}",0.9729,2
waited minutes check,arrived hotel pm understood check time pm mind waiting till pm early pm passed asked staff lobby counter status room informed wait minutes room ready waited minutes checked second time told room still ready requested wait waited second time minutes approached another lady counter asked wait already pm meaning say minutes past indicated check time asked long need wait get room upset,2,0,waited minutes checkarrived hotel pm understood check time pm mind waiting till pm early pm passed asked staff lobby counter status room informed wait minutes room ready waited minutes checked second time told room still ready requested wait waited second time minutes approached another lady counter asked wait already pm meaning say minutes past indicated check time asked long need wait get room upset,"{'neg': 0.038, 'neu': 0.873, 'pos': 0.089, 'compound': 0.3612}",0.3612,2
superb shangri la thank,decided treat family holiday singapore result covid lockdowns first long haul flight year old visited confident singapore would great terrible experience airport families ignored security eventually arrived shangri la met lovey diram reception warm welcoming apologetic poor experience point treated us kindly personally providing son little treat bag made real start holiday stayed garden suite room excellent good sized balcony nice shower bath plus amenities would expect room service first night,5,2,superb shangri la thankdecided treat family holiday singapore result covid lockdowns first long haul flight year old visited confident singapore would great terrible experience airport families ignored security eventually arrived shangri la met lovey diram reception warm welcoming apologetic poor experience point treated us kindly personally providing son little treat bag made real start holiday stayed garden suite room excellent good sized balcony nice shower bath plus amenities would expect room service first night,"{'neg': 0.079, 'neu': 0.53, 'pos': 0.391, 'compound': 0.9855}",0.9855,2
come back staff,beautiful hotel fantastic grounds however helpfulness staff set apart many lovely hotels singapore particular found sharmah polite helpful friendly helped us efficiently expertly many years great asset hotel,5,2,come back staffbeautiful hotel fantastic grounds however helpfulness staff set apart many lovely hotels singapore particular found sharmah polite helpful friendly helped us efficiently expertly many years great asset hotel,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.9766}",0.9766,2
still good,lovely hotel staff try hard deliver great service facilities top notch work bit check get upgrade amex fhr booked room shangri la always stingy upgrades generous check times course bit walk orchard rd knew choosing hotel breakfast line busy always possible reserve time slot good stay return,4,2,still goodlovely hotel staff try hard deliver great service facilities top notch work bit check get upgrade amex fhr booked room shangri la always stingy upgrades generous check times course bit walk orchard rd knew choosing hotel breakfast line busy always possible reserve time slot good stay return,"{'neg': 0.069, 'neu': 0.723, 'pos': 0.208, 'compound': 0.8442}",0.8442,2
impressive hotel,impressed hotel great rooms great nights sleep bonus busy hotel pool gardens lovely breakfast selection catered everyone needs easy get around get taxi hotel many restaurants within hotel choose,5,2,impressive hotelimpressed hotel great rooms great nights sleep bonus busy hotel pool gardens lovely breakfast selection catered everyone needs easy get around get taxi hotel many restaurants within hotel choose,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.9709}",0.9709,2
outstanding,extremely luxury hotel amazing staff room comfy clean catered everything needed staff amazing helpful location great minute walk orchard rd breakfast outstanding food every corner world would never go hungry eating breakfast get hotel held school prom kids managed get floor midnight extremely loud,4,2,outstandingextremely luxury hotel amazing staff room comfy clean catered everything needed staff amazing helpful location great minute walk orchard rd breakfast outstanding food every corner world would never go hungry eating breakfast get hotel held school prom kids managed get floor midnight extremely loud,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.969}",0.969,2
amazing lunch line,many thanks rosy team sunday july making birthday celebration memorable one kudos tobias served table lunch service really nice accommodated nicely requests,5,2,amazing lunch linemany thanks rosy team sunday july making birthday celebration memorable one kudos tobias served table lunch service really nice accommodated nicely requests,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.9456}",0.9456,2
,stayed tower wing one bedroom suite nights two kids also separate room booked kids grandmother aunty stayed shangri la loved facilities grounds amazing pool simply wonderful kids things changed bunch aspects stay really disappointing first room changed without notice room valley wing found came check booking departure meant grandmother aunty would staying different wing hotel less ideal result paid upgrade room category valley wing arrived check,3,1,stayed tower wing one bedroom suite nights two kids also separate room booked kids grandmother aunty stayed shangri la loved facilities grounds amazing pool simply wonderful kids things changed bunch aspects stay really disappointing first room changed without notice room valley wing found came check booking departure meant grandmother aunty would staying different wing hotel less ideal result paid upgrade room category valley wing arrived check,"{'neg': 0.044, 'neu': 0.772, 'pos': 0.184, 'compound': 0.9004}",0.9004,2
singapore luxury,fantastic hotel ideal location efficient professional check rooms luxurious well set air conditioning good city view garden wing balcony great view housekeeping excellent efficient service prompt professional disappointing aspect service breakfast staff less friendly seating service table service staff however friendly breakfast incredibly busy bit like organised chaos still loved stay would return heartbeat,5,2,singapore luxuryfantastic hotel ideal location efficient professional check rooms luxurious well set air conditioning good city view garden wing balcony great view housekeeping excellent efficient service prompt professional disappointing aspect service breakfast staff less friendly seating service table service staff however friendly breakfast incredibly busy bit like organised chaos still loved stay would return heartbeat,"{'neg': 0.083, 'neu': 0.505, 'pos': 0.412, 'compound': 0.9785}",0.9785,2
valley wing still best,room staying standard valley wing king bed room square feet room continues exude elegance opulence like common area property like struck balance creating ambience without old school yes fan w hotels might like abudant use wood chandelier luxury traveller found room comfortable well kept equally impressive bathroom big enough accommodate separate area shower bathtub use marble stone bathroom typical five star hotels also hotel used loccitane official skin care products many years know good swimming pool,5,2,valley wing still bestroom staying standard valley wing king bed room square feet room continues exude elegance opulence like common area property like struck balance creating ambience without old school yes fan w hotels might like abudant use wood chandelier luxury traveller found room comfortable well kept equally impressive bathroom big enough accommodate separate area shower bathtub use marble stone bathroom typical five star hotels also hotel used loccitane official skin care products many years know good swimming pool,"{'neg': 0.043, 'neu': 0.656, 'pos': 0.302, 'compound': 0.974}",0.974,2
vera housekeeping attendant outstanding,family visited singapore stayed shangri la hotel tower wing week service stay comfortable wanted specially mention work vera housekeeping courteous comforting knowing times kid sleeping would come back later finish pending work wish staff shangri la best keep standards high best shalin maheshwari,5,2,vera housekeeping attendant outstandingfamily visited singapore stayed shangri la hotel tower wing week service stay comfortable wanted specially mention work vera housekeeping courteous comforting knowing times kid sleeping would come back later finish pending work wish staff shangri la best keep standards high best shalin maheshwari,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9657}",0.9657,2
amazing experience,parents looking perfect staycation family look hotel singapore children friendly stayed quite hotels singapore hotel total times definitely gets better first time year old joined us staycation nothing short amazing stayed valley wing time room huge comfortable stunning beautiful chandelier comfy baby cot stoke high chair also provided upon request even provided strawberry cake balloons daughter st birthday really appreciate fact even accommodate special request prepare light congee fish minced meat,5,2,amazing experienceparents looking perfect staycation family look hotel singapore children friendly stayed quite hotels singapore hotel total times definitely gets better first time year old joined us staycation nothing short amazing stayed valley wing time room huge comfortable stunning beautiful chandelier comfy baby cot stoke high chair also provided upon request even provided strawberry cake balloons daughter st birthday really appreciate fact even accommodate special request prepare light congee fish minced meat,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.989}",0.989,2
amazing hotel professional service,came partner absolutely loved hotel despite hassles related covid felt home testament great service unfortunately left abruptly family emergency although stressed impolite due sudden rushed departure staff never ceased provide professional courteous service want apologise rudeness thank shangrila making stay singapore amazing one thanks sorting taxi airport well much appreciated stressful time due service high standards stay shangrila visiting,5,2,amazing hotel professional servicecame partner absolutely loved hotel despite hassles related covid felt home testament great service unfortunately left abruptly family emergency although stressed impolite due sudden rushed departure staff never ceased provide professional courteous service want apologise rudeness thank shangrila making stay singapore amazing one thanks sorting taxi airport well much appreciated stressful time due service high standards stay shangrila visiting,"{'neg': 0.167, 'neu': 0.475, 'pos': 0.358, 'compound': 0.9589}",0.9589,2
