Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
nice hotel confusion payment,hotel nice convenient location central singapore breakfast buffet good variety would good multinight stay internet stable problems advance payment taken care pool area nice closes early,4,2,nice hotel confusion paymenthotel nice convenient location central singapore breakfast buffet good variety would good multinight stay internet stable problems advance payment taken care pool area nice closes early,"{'neg': 0.11, 'neu': 0.449, 'pos': 0.44, 'compound': 0.9287}",0.9287,2
average experience,recently stayed carlton hotel nights business trip bit mixed bag whilst hotel room quite nice main issue staff opinion failed deliver check staff greet crack smile whole process asked breakfast timings basically cut told would explained done great start stay even worse check asked late check day lady confirmed could leave pm next day room key work came back meeting around pm approached reception rudely told yogesh think name,3,1,average experiencerecently stayed carlton hotel nights business trip bit mixed bag whilst hotel room quite nice main issue staff opinion failed deliver check staff greet crack smile whole process asked breakfast timings basically cut told would explained done great start stay even worse check asked late check day lady confirmed could leave pm next day room key work came back meeting around pm approached reception rudely told yogesh think name,"{'neg': 0.15, 'neu': 0.71, 'pos': 0.14, 'compound': 0.024}",0.024,2
great location,stayed five nights great choice hotel perfectly located discover city room th floor prime room wonderful city view breakfast good could add pancakes every day would great pool thing like totally personal great stay would go back,5,2,great locationstayed five nights great choice hotel perfectly located discover city room th floor prime room wonderful city view breakfast good could add pancakes every day would great pool thing like totally personal great stay would go back,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.9844}",0.9844,2
bad service housekeeping,sustained deep cut due sharp edge weighing machine room toilet called room service address matter get first aid manager staff apologise follow ups made well instead manager took away weighing machine claim investigation investigation may ask dna test sharp edge check lying already bleeding profusely blood stopping amenities dirty chapped unless ur trying get ur kids injured receive unprofessional services recommend especially kids stay accident decent follow apology would appreciated however nothing done,1,0,bad service housekeepingsustained deep cut due sharp edge weighing machine room toilet called room service address matter get first aid manager staff apologise follow ups made well instead manager took away weighing machine claim investigation investigation may ask dna test sharp edge check lying already bleeding profusely blood stopping amenities dirty chapped unless ur trying get ur kids injured receive unprofessional services recommend especially kids stay accident decent follow apology would appreciated however nothing done,"{'neg': 0.237, 'neu': 0.631, 'pos': 0.132, 'compound': -0.9014}",-0.9014,0
location location location,agency booked hotel expect anything business hotel arrival realized cross street first singapore sling raffles hotel one block away wedding scene church location crazy rich asians food courts restaurants surround carlton get experience food much inside carlton included breakfast bad breakfast starts days wish could started picked early carlton highly centrally located clean modern staff exceedingly polite friendly though fancier hotels singapore like w mandarin oriental legendary mbs times,5,2,location location locationagency booked hotel expect anything business hotel arrival realized cross street first singapore sling raffles hotel one block away wedding scene church location crazy rich asians food courts restaurants surround carlton get experience food much inside carlton included breakfast bad breakfast starts days wish could started picked early carlton highly centrally located clean modern staff exceedingly polite friendly though fancier hotels singapore like w mandarin oriental legendary mbs times,"{'neg': 0.103, 'neu': 0.723, 'pos': 0.174, 'compound': 0.7322}",0.7322,2
excellent hotel,excellent hotel staff friendly professional room comfortable clean bed great breakfast varied menu gym pool good facilities location brilliant,5,2,excellent hotelexcellent hotel staff friendly professional room comfortable clean bed great breakfast varied menu gym pool good facilities location brilliant,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.9741}",0.9741,2
good great,rooms large clean house foods yummy especially seafood hor fun location amazing well right next city hall mrt walking distance multiple malls wifi good connectivity disliked breakfast choices many choices always breakfast worth reception staff needs polite welcoming show straight face bed comfy stayed wife years old toddler king size large queen requested way ahead two double beds different floor could changed rooms helpful though overall stay okay great next time prefer stay,3,1,good greatrooms large clean house foods yummy especially seafood hor fun location amazing well right next city hall mrt walking distance multiple malls wifi good connectivity disliked breakfast choices many choices always breakfast worth reception staff needs polite welcoming show straight face bed comfy stayed wife years old toddler king size large queen requested way ahead two double beds different floor could changed rooms helpful though overall stay okay great next time prefer stay,"{'neg': 0.027, 'neu': 0.603, 'pos': 0.37, 'compound': 0.9851}",0.9851,2
quite good,good location singapore full hotels like hard tell apart good location min orchard road close subway pool although could reno rooms large clean overall quite good hotel popular airlines,4,2,quite goodgood location singapore full hotels like hard tell apart good location min orchard road close subway pool although could reno rooms large clean overall quite good hotel popular airlines,"{'neg': 0.035, 'neu': 0.608, 'pos': 0.356, 'compound': 0.9129}",0.9129,2
loveliest stay,anniversary staycation executive suite room beautifully furnished comfortable clean location amazing well right next city hall mrt walking distance multiple malls kudos team went beyond make stay pleasant one loved stay definitely back,5,2,loveliest stayanniversary staycation executive suite room beautifully furnished comfortable clean location amazing well right next city hall mrt walking distance multiple malls kudos team went beyond make stay pleasant one loved stay definitely back,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.9814}",0.9814,2
elegant hotel,regular customer carlton hotel singapore always maintain high standard recent stay showed dropped bit cleanliness standard bottom shower glass door bathroom seals room moldy cleaner need use bleach clean complaint usual customers breakfast choices many choices always fried noodle everyday staying third days family decided skip prepaid breakfast last least reception staff needs polite welcoming showing straight face,4,2,elegant hotelregular customer carlton hotel singapore always maintain high standard recent stay showed dropped bit cleanliness standard bottom shower glass door bathroom seals room moldy cleaner need use bleach clean complaint usual customers breakfast choices many choices always fried noodle everyday staying third days family decided skip prepaid breakfast last least reception staff needs polite welcoming showing straight face,"{'neg': 0.033, 'neu': 0.785, 'pos': 0.182, 'compound': 0.8442}",0.8442,2
star hotel room star hotel price,room like star hotel dark inside view water temperature unstable sometimes cold sometimes hot ants room definitely recommending hotel cheap changed another hotel singapore lower price get much better good thing carlton screen mirroring tv watch netflix youtube,1,0,star hotel room star hotel priceroom like star hotel dark inside view water temperature unstable sometimes cold sometimes hot ants room definitely recommending hotel cheap changed another hotel singapore lower price get much better good thing carlton screen mirroring tv watch netflix youtube,"{'neg': 0.089, 'neu': 0.702, 'pos': 0.209, 'compound': 0.743}",0.743,2
executive room facing buildings,booked night stay executive room booked via traveloka price states executive rooms expensive premier room expecting room nice mbs seen website upon check surprised room view buildings buildings disappointed booked room birthday celebration checked reception told better room premier room happened long weekend insisted premier rooms full room dining service room service requesting extra blankets pillows good fast location good opposite raffles city shopping centre visit stay room facing buildings pool small forget,2,0,executive room facing buildingsbooked night stay executive room booked via traveloka price states executive rooms expensive premier room expecting room nice mbs seen website upon check surprised room view buildings buildings disappointed booked room birthday celebration checked reception told better room premier room happened long weekend insisted premier rooms full room dining service room service requesting extra blankets pillows good fast location good opposite raffles city shopping centre visit stay room facing buildings pool small forget,"{'neg': 0.057, 'neu': 0.789, 'pos': 0.153, 'compound': 0.8126}",0.8126,2
premium staycation,stayed hotel recently chance staycation check quick n fast normal checks room given high floor great view marina area room clean n comfortable aircon working well wifi good connectivity bathroom spotless clean well also look thru window towards room,5,2,premium staycationstayed hotel recently chance staycation check quick n fast normal checks room given high floor great view marina area room clean n comfortable aircon working well wifi good connectivity bathroom spotless clean well also look thru window towards room,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9633}",0.9633,2
ok hotel missed details,stayed three nights start honeymoon hotel fine whole good location clean covid precautions although aware honeymoon never acknowledged water leak carpet informed staff never responded reason change room westerner felt like staff interested asian clientele would choose different hotel next time visit,3,1,ok hotel missed detailsstayed three nights start honeymoon hotel fine whole good location clean covid precautions although aware honeymoon never acknowledged water leak carpet informed staff never responded reason change room westerner felt like staff interested asian clientele would choose different hotel next time visit,"{'neg': 0.039, 'neu': 0.66, 'pos': 0.3, 'compound': 0.9124}",0.9124,2
fantastic hotel great location,fantastic location close raffles city shops food court mrt rooms clean modern well maintained housekeeping happy provide extra towels ice great staff carlton friendly happy assist us outstanding us first day hotel took taxi makan sutra gluttons bay dinner left wallet behind taxi could remember driver indian know taxi company noticed name took chance ringing carlton concierge explained lost wallet victor concierge awesome went way review security cameras retrieve taxi company license plate rang cab company traced driver rang,5,2,fantastic hotel great locationfantastic location close raffles city shops food court mrt rooms clean modern well maintained housekeeping happy provide extra towels ice great staff carlton friendly happy assist us outstanding us first day hotel took taxi makan sutra gluttons bay dinner left wallet behind taxi could remember driver indian know taxi company noticed name took chance ringing carlton concierge explained lost wallet victor concierge awesome went way review security cameras retrieve taxi company license plate rang cab company traced driver rang,"{'neg': 0.021, 'neu': 0.622, 'pos': 0.358, 'compound': 0.9894}",0.9894,2
two night layover,member accor ihg marroit hilton choice travelling parents stayed numerous times wished close church mtr raffles city plaza check smooth despite lot people lot airlines including ba use hotel dont get stung buffet price like wanted someting quick decided try hotel buffet told upon entering special seafood night cost per person usual per head long flight busy day parents definately needed drink bar good hotel unlike parents prefer accomodation,3,1,two night layovermember accor ihg marroit hilton choice travelling parents stayed numerous times wished close church mtr raffles city plaza check smooth despite lot people lot airlines including ba use hotel dont get stung buffet price like wanted someting quick decided try hotel buffet told upon entering special seafood night cost per person usual per head long flight busy day parents definately needed drink bar good hotel unlike parents prefer accomodation,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.7964}",0.7964,2
good location ask newer rooms,great location walking distance bugis junction plenty options food nearby chijmes good service helpful staff think room newer also go friend room wing bit outdated recommend ask newer room breakfast ok variety everyone asian food western options,4,2,good location ask newer roomsgreat location walking distance bugis junction plenty options food nearby chijmes good service helpful staff think room newer also go friend room wing bit outdated recommend ask newer room breakfast ok variety everyone asian food western options,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.9382}",0.9382,2
good experience,singapore clean safety country room first class good location lot shopping restaurants nearly highly recommended best experience us plan arrange next trip,5,2,good experiencesingapore clean safety country room first class good location lot shopping restaurants nearly highly recommended best experience us plan arrange next trip,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.9507}",0.9507,2
standard hotel convenience location city center,highlights convenience location near city hall raffles shopping area walks suntec bugis mrt raffles city pick big higher room like premier room get standard comfort room however decoration alright breakfast crowded,4,2,standard hotel convenience location city centerhighlights convenience location near city hall raffles shopping area walks suntec bugis mrt raffles city pick big higher room like premier room get standard comfort room however decoration alright breakfast crowded,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.7184}",0.7184,2
good hotel stay,th staff attentive guest needs hotel facilities good room spacious clean like new hotel located next mrt food street shopping area fits bill perfectly highly recmment tourist business traveler singapore,5,2,good hotel stayth staff attentive guest needs hotel facilities good room spacious clean like new hotel located next mrt food street shopping area fits bill perfectly highly recmment tourist business traveler singapore,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.9349}",0.9349,2
recommended,stayed nights eid holiday positive notes room clean spacious housekeeping quick abd efficient location fantastic tourists however service front desk incredibly rude failed express words upset upon check left feedback first night contacted duty manager rd day staying called extend apologies action service recovery rendered saw guests checked received fabulous service politeness wonder extended check,1,0,recommendedstayed nights eid holiday positive notes room clean spacious housekeeping quick abd efficient location fantastic tourists however service front desk incredibly rude failed express words upset upon check left feedback first night contacted duty manager rd day staying called extend apologies action service recovery rendered saw guests checked received fabulous service politeness wonder extended check,"{'neg': 0.126, 'neu': 0.6, 'pos': 0.273, 'compound': 0.8758}",0.8758,2
good stay,check yoga friendly brief detail always smile room ok found rubberband carpet near bed bathroom abit cramp restaurant food nice spacious overall stay ok come back,4,2,good staycheck yoga friendly brief detail always smile room ok found rubberband carpet near bed bathroom abit cramp restaurant food nice spacious overall stay ok come back,"{'neg': 0.048, 'neu': 0.532, 'pos': 0.42, 'compound': 0.9186}",0.9186,2
city staycation,nice staycation carlton hotel crowd packed compared peak season checking breeze minimal waiting time hotel guests mostly tourists business travellers room spacious clean toiletries sufficient walking distance shopping malls various restaurants stone throw away buffet breakfast great variety choices parking facilities situated hotel lobby much convenience,5,2,city staycationnice staycation carlton hotel crowd packed compared peak season checking breeze minimal waiting time hotel guests mostly tourists business travellers room spacious clean toiletries sufficient walking distance shopping malls various restaurants stone throw away buffet breakfast great variety choices parking facilities situated hotel lobby much convenience,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.7845}",0.7845,2
unpleasant check makes unpleasant staycay,front desk experience set staycay mood check experience unpleasant staff received without smile tell eyes mask requested higher floor room assigned th floor power slot room faulty went back staff apologies rendered inconvenience assigned another room level apparently rooms available higher floors staff best assign st instance rooms strong musty smell bathroom impressive main area premier room volume bathroom spolit toiletries house brand n shower gel lumpy bath salt provided even though selling point see tub bed,3,1,unpleasant check makes unpleasant staycayfront desk experience set staycay mood check experience unpleasant staff received without smile tell eyes mask requested higher floor room assigned th floor power slot room faulty went back staff apologies rendered inconvenience assigned another room level apparently rooms available higher floors staff best assign st instance rooms strong musty smell bathroom impressive main area premier room volume bathroom spolit toiletries house brand n shower gel lumpy bath salt provided even though selling point see tub bed,"{'neg': 0.165, 'neu': 0.724, 'pos': 0.11, 'compound': -0.5283}",-0.5283,0
excellent pastries service tuxedo,dropping tuxedo last months got say pastries coffee teas service wan ting spite years lockdowns restrictions definitely regular joints relax chill friends,5,2,excellent pastries service tuxedodropping tuxedo last months got say pastries coffee teas service wan ting spite years lockdowns restrictions definitely regular joints relax chill friends,"{'neg': 0.094, 'neu': 0.526, 'pos': 0.38, 'compound': 0.8519}",0.8519,2
carlton hotel lives name wonderful stay return,definitely stars frequent guest carlton hotel stay never ever fail impress stars service staff met courteous helpful would like specially thank manager adrian teo assisted check checking breeze adrian made feel welcome top notch service stars room booked premier room comes bathtub rain shower cleanliness best extremely well maintained nicely renovated trendy marble look alike bathroom wall tiles also large work desk work attend zoom meetings another plus point room well lit even comes table lamp eyes get,5,2,carlton hotel lives name wonderful stay returndefinitely stars frequent guest carlton hotel stay never ever fail impress stars service staff met courteous helpful would like specially thank manager adrian teo assisted check checking breeze adrian made feel welcome top notch service stars room booked premier room comes bathtub rain shower cleanliness best extremely well maintained nicely renovated trendy marble look alike bathroom wall tiles also large work desk work attend zoom meetings another plus point room well lit even comes table lamp eyes get,"{'neg': 0.022, 'neu': 0.657, 'pos': 0.32, 'compound': 0.9837}",0.9837,2
apalling service,made reservation business trip unfortunately miss flight covid pass rules changing time emailed multiple times request change dates courtesy even respond leaving complete limbo still dont know still room get money back dont room business traveller find attitude totally disgusting,1,0,apalling servicemade reservation business trip unfortunately miss flight covid pass rules changing time emailed multiple times request change dates courtesy even respond leaving complete limbo still dont know still room get money back dont room business traveller find attitude totally disgusting,"{'neg': 0.163, 'neu': 0.784, 'pos': 0.053, 'compound': -0.6361}",-0.6361,0
long hour waiting check,arrive early ish check early avoid queue staff got register told call room call queue hour get keys prowl hours one bother honour promise call room came back time queue carlton literally took one hour away paid time supposed check pm pm still queuing standing hour first time handled crowd going compensated one hour waiting standing promise call back disappointing ignore like bad experience started even hotel stay horrendous,1,0,long hour waiting checkarrive early ish check early avoid queue staff got register told call room call queue hour get keys prowl hours one bother honour promise call room came back time queue carlton literally took one hour away paid time supposed check pm pm still queuing standing hour first time handled crowd going compensated one hour waiting standing promise call back disappointing ignore like bad experience started even hotel stay horrendous,"{'neg': 0.195, 'neu': 0.686, 'pos': 0.119, 'compound': -0.7783}",-0.7783,0
great staycay friends,great place staycay friends didnt connecting rooms gave us rooms side side room really big spacious seating window sofa chair desk chair plus extra space put luggage one bad thing air conditioning wasnt cold set pretty low ok check really smooth definitely stay,5,2,great staycay friendsgreat place staycay friends didnt connecting rooms gave us rooms side side room really big spacious seating window sofa chair desk chair plus extra space put luggage one bad thing air conditioning wasnt cold set pretty low ok check really smooth definitely stay,"{'neg': 0.14, 'neu': 0.648, 'pos': 0.211, 'compound': 0.631}",0.631,2
ideal location,hotel strategically located stayed premier room overlooked raffles hotel swimming pool room spacious clean decor may little dated also room setting rather dark seems poorly lit breakfast mosaic alright conclude nothing really bad nothing exceptional either,3,1,ideal locationhotel strategically located stayed premier room overlooked raffles hotel swimming pool room spacious clean decor may little dated also room setting rather dark seems poorly lit breakfast mosaic alright conclude nothing really bad nothing exceptional either,"{'neg': 0.025, 'neu': 0.723, 'pos': 0.252, 'compound': 0.8769}",0.8769,2
comfortable stay,comfortable stay hotel really love location great breakfast good wanna say comment hotel toothpaste expired indicates expired wish customers use please take look matter thank,4,2,comfortable staycomfortable stay hotel really love location great breakfast good wanna say comment hotel toothpaste expired indicates expired wish customers use please take look matter thank,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.9707}",0.9707,2
carlton hotel singapore,nice hotel well fitted comfortable rooms great location shopping access parts city via bus taxi mtr staff exceptionally friendly courteous nothing much always smiling ready greeting great coffee shop tuxedo restaurant wah lok breakfast good fixed set menu covid conditions much better expected staff excellent covid rules followed letter arrival arrangements covid understood staff well explained polite manner hope return hotels facilities agin operation,5,2,carlton hotel singaporenice hotel well fitted comfortable rooms great location shopping access parts city via bus taxi mtr staff exceptionally friendly courteous nothing much always smiling ready greeting great coffee shop tuxedo restaurant wah lok breakfast good fixed set menu covid conditions much better expected staff excellent covid rules followed letter arrival arrangements covid understood staff well explained polite manner hope return hotels facilities agin operation,"{'neg': 0.026, 'neu': 0.549, 'pos': 0.425, 'compound': 0.9889}",0.9889,2
awesome stay,upon check frontdesk officer ben offered us complimentary upgrade room part hotel staycation newleyweds allowed us late checkout felt really happy warm hospitality stay definitely recommend carlton family friends overall good experience one best hotel stay singapore,5,2,awesome stayupon check frontdesk officer ben offered us complimentary upgrade room part hotel staycation newleyweds allowed us late checkout felt really happy warm hospitality stay definitely recommend carlton family friends overall good experience one best hotel stay singapore,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.981}",0.981,2
good could better,stayed n good smoking rooms especially since smoker hotel clean right size problem dressing rooms swimming pool vicinity pool time also disturbed youths monkeying around main pool ball game splashing water everywhere would helped hotel staff keeps eye,3,1,good could betterstayed n good smoking rooms especially since smoker hotel clean right size problem dressing rooms swimming pool vicinity pool time also disturbed youths monkeying around main pool ball game splashing water everywhere would helped hotel staff keeps eye,"{'neg': 0.111, 'neu': 0.711, 'pos': 0.178, 'compound': 0.4939}",0.4939,2
good place solo staycation,stayed carlton hotel night past weekend room place great staying solo room cosy comfortable enough downsides stay gym equipment available usage bathtub bit narrow lie nevertheless thankful appreciative got upgraded deluxe premier room thanks dian checking gym staffs shift th dec afternoon th dec morning facilitating use gym apologies get names breakfast alright express check seamless,4,2,good place solo staycationstayed carlton hotel night past weekend room place great staying solo room cosy comfortable enough downsides stay gym equipment available usage bathtub bit narrow lie nevertheless thankful appreciative got upgraded deluxe premier room thanks dian checking gym staffs shift th dec afternoon th dec morning facilitating use gym apologies get names breakfast alright express check seamless,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.9702}",0.9702,2
first staycation,first staycation carlton hotel last year christmas holidays husband stayed premier room room pool view room end corridor overlooked bras basah chek time staggered got early check pm good heard hotel check start pm room spacious king bed best part room marbles bathroom big bathtub overall stayed pleasant wait stay carlton future,5,2,first staycationfirst staycation carlton hotel last year christmas holidays husband stayed premier room room pool view room end corridor overlooked bras basah chek time staggered got early check pm good heard hotel check start pm room spacious king bed best part room marbles bathroom big bathtub overall stayed pleasant wait stay carlton future,"{'neg': 0.018, 'neu': 0.773, 'pos': 0.209, 'compound': 0.9169}",0.9169,2
winter city break,centrally located hotel experience fully covid secure check quick nice large room th floor overlooking raffles distance could see bay marina bay skypark room well equipped four bottles water day reception hotel staff helpful booked b b basis breakfast taken mosaic restaurant although limited menu sets service good staff friendly even taught use chopsticks normal choice cutlery situated opposite raffles city chimes raffles hotel good transport links buses hotel two mrt stations within asked send copies covid test results reception,5,2,winter city breakcentrally located hotel experience fully covid secure check quick nice large room th floor overlooking raffles distance could see bay marina bay skypark room well equipped four bottles water day reception hotel staff helpful booked b b basis breakfast taken mosaic restaurant although limited menu sets service good staff friendly even taught use chopsticks normal choice cutlery situated opposite raffles city chimes raffles hotel good transport links buses hotel two mrt stations within asked send copies covid test results reception,"{'neg': 0.02, 'neu': 0.772, 'pos': 0.208, 'compound': 0.9475}",0.9475,2
look dim outside inside,front office helpful even small request late checkout pm sorry hotel full week day bother ask inside room strong unpleasant smell call housekeeping immediately settle lucky stay nights think need checkout next night still got smell come find bother call front desk like robot hotel full breakfast cafe ok reasonable selection choice,3,1,look dim outside insidefront office helpful even small request late checkout pm sorry hotel full week day bother ask inside room strong unpleasant smell call housekeeping immediately settle lucky stay nights think need checkout next night still got smell come find bother call front desk like robot hotel full breakfast cafe ok reasonable selection choice,"{'neg': 0.134, 'neu': 0.669, 'pos': 0.198, 'compound': 0.6597}",0.6597,2
night stay carlton hotel,hotel clean location great personally thought things may great bathtub narrower bathtub selected hotel soundproof wall hear neighbour talking corridor overall bearable feel sad poor bathtub experience,4,2,night stay carlton hotelhotel clean location great personally thought things may great bathtub narrower bathtub selected hotel soundproof wall hear neighbour talking corridor overall bearable feel sad poor bathtub experience,"{'neg': 0.147, 'neu': 0.594, 'pos': 0.259, 'compound': 0.6908}",0.6908,2
nice hotel overall,pluses nice room view hotel staff friendly helpful great chinese restaurant hotel always full weekends convenient location across street raffles city minuses none really check facilities unable comment,5,2,nice hotel overallpluses nice room view hotel staff friendly helpful great chinese restaurant hotel always full weekends convenient location across street raffles city minuses none really check facilities unable comment,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9403}",0.9403,2
generous stars,positives room clean albeit tired looking bathroom beautiful sure renovated recently big sized bathtub early check negatives service worst experienced singapore hotel right start check knew gonna continuously disappointed quietest check adrian even greet us ask us ics stood staring zero conversation personalisation even go reg card us simply asked us sign bottom tell us room booked many nights safety measures hello covid words came room handed us keys full stop ask,2,0,generous starspositives room clean albeit tired looking bathroom beautiful sure renovated recently big sized bathtub early check negatives service worst experienced singapore hotel right start check knew gonna continuously disappointed quietest check adrian even greet us ask us ics stood staring zero conversation personalisation even go reg card us simply asked us sign bottom tell us room booked many nights safety measures hello covid words came room handed us keys full stop ask,"{'neg': 0.133, 'neu': 0.68, 'pos': 0.187, 'compound': 0.6124}",0.6124,2
shn stay poorly managed carlton hotel,currently serving shn carlton hotel husband unfortunately experience really bad us food service especially first followed housekeeping needs day arrived checked told breakfast delivered long wait till called reception check delivered one set breakfast around two us lunch served one call back second multiple days breakfast lunch delayed also requested menu least times since day time told inform food team send us eventually got menu shared day made,1,0,shn stay poorly managed carlton hotelcurrently serving shn carlton hotel husband unfortunately experience really bad us food service especially first followed housekeeping needs day arrived checked told breakfast delivered long wait till called reception check delivered one set breakfast around two us lunch served one call back second multiple days breakfast lunch delayed also requested menu least times since day time told inform food team send us eventually got menu shared day made,"{'neg': 0.102, 'neu': 0.868, 'pos': 0.03, 'compound': -0.6901}",-0.6901,0
