Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
excellent service,far quite pleasant stay staff exceptionally accommodating requests special thanks kalai ziwei agreeing bring cake room surprise really appreciate definitely back highly recommend hotel,5,2,excellent servicefar quite pleasant stay staff exceptionally accommodating requests special thanks kalai ziwei agreeing bring cake room surprise really appreciate definitely back highly recommend hotel,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.9762}",0.9762,2
breakfast recommended,location nice breakfast recommended regretted eat breakfast hotel better eat toast box near hotel sound proof hotel plays music hallway hear room annoying want sleep late,4,2,breakfast recommendedlocation nice breakfast recommended regretted eat breakfast hotel better eat toast box near hotel sound proof hotel plays music hallway hear room annoying want sleep late,"{'neg': 0.147, 'neu': 0.554, 'pos': 0.299, 'compound': 0.5423}",0.5423,2
clean convenience small hotel everything need,hotel nice area close mrt station reception staff matthew friendly helpful good service room small everything need clean chic decor best match looking nice place stay spend lot time explore city,5,2,clean convenience small hotel everything needhotel nice area close mrt station reception staff matthew friendly helpful good service room small everything need clean chic decor best match looking nice place stay spend lot time explore city,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.9756}",0.9756,2
star hotel,although hotel offered true rooms small mine specifically double one one roomate side wall teo middle bags cannot opened time inside room sink outside bathroom wc shower together separation shower floor wc get wet breakfast level ok go minutes closing start removing food reception located nd floor,2,0,star hotelalthough hotel offered true rooms small mine specifically double one one roomate side wall teo middle bags cannot opened time inside room sink outside bathroom wc shower together separation shower floor wc get wet breakfast level ok go minutes closing start removing food reception located nd floor,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.6124}",0.6124,2
perfect decent nonetheless,stayed hotel nights work trip room small side clean comfortable sleek functional well designed maximise limited space common areas general bit tight including car access area lobby level bigger cars might difficulties coming pickup drop staff service excellent friendly helpful welcoming breakfast provided basic decent quality hotel guests entitled discount connecting restaurant called degrees burgers hotel centrally located within close proximity eateries amenities short walk bencoolen mrt bugis area really good location probably good families work solo trips overall,4,2,perfect decent nonethelessstayed hotel nights work trip room small side clean comfortable sleek functional well designed maximise limited space common areas general bit tight including car access area lobby level bigger cars might difficulties coming pickup drop staff service excellent friendly helpful welcoming breakfast provided basic decent quality hotel guests entitled discount connecting restaurant called degrees burgers hotel centrally located within close proximity eateries amenities short walk bencoolen mrt bugis area really good location probably good families work solo trips overall,"{'neg': 0.058, 'neu': 0.622, 'pos': 0.32, 'compound': 0.9794}",0.9794,2
place return,felt like arrived youth hostel although man desk pleasant knowledge area tourist attraction room queen omg tiny room open case nowhere hang clothes shower used soaked whole room clothes felt damp unless young backpacker mind roughing give hotel wide birth plus good location breakfast,2,0,place returnfelt like arrived youth hostel although man desk pleasant knowledge area tourist attraction room queen omg tiny room open case nowhere hang clothes shower used soaked whole room clothes felt damp unless young backpacker mind roughing give hotel wide birth plus good location breakfast,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.8934}",0.8934,2
good place stay,reception staff superb especially yvonne helpful questions requests assistance coming next time singapore good service good facilities good value money regards ian,5,2,good place stayreception staff superb especially yvonne helpful questions requests assistance coming next time singapore good service good facilities good value money regards ian,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.9647}",0.9647,2
nice cozy room,wish space king size bed direction better concierge service e carry luggage pool expected staff courteous responsive breakfast expected,4,2,nice cozy roomwish space king size bed direction better concierge service e carry luggage pool expected staff courteous responsive breakfast expected,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.8885}",0.8885,2
decent hotel worth money,excellent location small rooms worth money wifi also issue facilities limited even place hang clothes great king room hence desk working good wash basin outlet pipe also clogging,3,1,decent hotel worth moneyexcellent location small rooms worth money wifi also issue facilities limited even place hang clothes great king room hence desk working good wash basin outlet pipe also clogging,"{'neg': 0.049, 'neu': 0.672, 'pos': 0.279, 'compound': 0.836}",0.836,2
boutique hotel professional front desk staff,good training staff fast efficient atmosphere hotel chic decent lobby access u suitcase carry u need aware entrance front desk second floor better access taxi u carry big suitcase like decent hotel,5,2,boutique hotel professional front desk staffgood training staff fast efficient atmosphere hotel chic decent lobby access u suitcase carry u need aware entrance front desk second floor better access taxi u carry big suitcase like decent hotel,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.8555}",0.8555,2
senior friendly,jul someone family tested positive protect elderlies house hotel turned hotel g excellent choice reception staff ms nana offered us room fitted w senior friendly amenities seat shower area grab bars toilet low bed easie movement spacious room accommodate wheelchair ms natalie kind fulfil requests get meals room time even get vegetarian meals vegetarian mr matthew ever friendly greeting us w smiles behind mask time approached counter housekeeping staff excellent prompt cleaning room great thanks staff hotel g keep wonderful service need,5,2,senior friendlyjul someone family tested positive protect elderlies house hotel turned hotel g excellent choice reception staff ms nana offered us room fitted w senior friendly amenities seat shower area grab bars toilet low bed easie movement spacious room accommodate wheelchair ms natalie kind fulfil requests get meals room time even get vegetarian meals vegetarian mr matthew ever friendly greeting us w smiles behind mask time approached counter housekeeping staff excellent prompt cleaning room great thanks staff hotel g keep wonderful service need,"{'neg': 0.019, 'neu': 0.612, 'pos': 0.369, 'compound': 0.9896}",0.9896,2
amazing stay staff,stayed hotel g singapore couple nights everything excellent manager daryl super nice providing us excellent service times staff stay location everything perfect come back sure,5,2,amazing stay staffstayed hotel g singapore couple nights everything excellent manager daryl super nice providing us excellent service times staff stay location everything perfect come back sure,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9747}",0.9747,2
quality service,second visit hotel darryl welcoming provided tip top hospitality friends handled requests needs attentively tried best accord given room upgrade also welcome drinks voucher ginett reservation haziqah also provided seamless easy booking kudos team hotel g,5,2,quality servicesecond visit hotel darryl welcoming provided tip top hospitality friends handled requests needs attentively tried best accord given room upgrade also welcome drinks voucher ginett reservation haziqah also provided seamless easy booking kudos team hotel g,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9648}",0.9648,2
stayed nights everyday breakfast,room basic long stay cleaner doesnot clean room properly glass mugs floors dirty even room service complementary stuffs room top regularly short stay one night stay probably good option breakfast varities everyday menu location wise good close bugis bencoolen mrt,3,1,stayed nights everyday breakfastroom basic long stay cleaner doesnot clean room properly glass mugs floors dirty even room service complementary stuffs room top regularly short stay one night stay probably good option breakfast varities everyday menu location wise good close bugis bencoolen mrt,"{'neg': 0.054, 'neu': 0.667, 'pos': 0.28, 'compound': 0.8807}",0.8807,2
three night couples stay,hotel perfect want explore city day spending much time accomodation clean modern nice bar reasonable wine prices ground floor also burger restaurant also seemed reasonably priced bencoolen mrt station short walk connects main mrt stations including bayfront breakfast buffet style perfect every morning faults size room made difficult even open big suitcase also lifts slow overall ideal city explorers looking somewhere rest heads night,4,2,three night couples stayhotel perfect want explore city day spending much time accomodation clean modern nice bar reasonable wine prices ground floor also burger restaurant also seemed reasonably priced bencoolen mrt station short walk connects main mrt stations including bayfront breakfast buffet style perfect every morning faults size room made difficult even open big suitcase also lifts slow overall ideal city explorers looking somewhere rest heads night,"{'neg': 0.068, 'neu': 0.718, 'pos': 0.214, 'compound': 0.9001}",0.9001,2
place like chocolate coated dog crap looks good really isnt,hotel cute tiny would never stay service average beds ok room small meters meters sleeping area wanted leave places go told get refund advised advance beware place like chocolate coated dog crap looks great outside nasty surprise look inside hope go broke jerks,1,0,place like chocolate coated dog crap looks good really isnthotel cute tiny would never stay service average beds ok room small meters meters sleeping area wanted leave places go told get refund advised advance beware place like chocolate coated dog crap looks great outside nasty surprise look inside hope go broke jerks,"{'neg': 0.198, 'neu': 0.504, 'pos': 0.298, 'compound': 0.8214}",0.8214,2
excellent stay room location,first coming g hotel interesting entrance great ambience early check pm warm staff perfect solo traveller location close mrt bus station reasonable price full amenities provided definitively come back g hotel,5,2,excellent stay room locationfirst coming g hotel interesting entrance great ambience early check pm warm staff perfect solo traveller location close mrt bus station reasonable price full amenities provided definitively come back g hotel,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.9442}",0.9442,2
pleasant experience,overall pleasant experience given price good location easy access nearby shopping malls bed comfortable special shout pauline honesty job well done room clean neat thanks,4,2,pleasant experienceoverall pleasant experience given price good location easy access nearby shopping malls bed comfortable special shout pauline honesty job well done room clean neat thanks,"{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.9839}",0.9839,2
honeymoon trip,booked nights hotel g star hotel room type queen bed back cairo arrived receptionist name hema knew honeymoon trip upgraded room type king bedroom amazing super friendly helped us lot attractions booking hotel central location next lot open restaurants supermarkets amazing experience trying lots cuisines turkish thai indian vietnamese chinese like bar couple bars corner open till late room bit small though everything clean super cozy also use restaurant pretty good affordable even didnt book food advance,4,2,honeymoon tripbooked nights hotel g star hotel room type queen bed back cairo arrived receptionist name hema knew honeymoon trip upgraded room type king bedroom amazing super friendly helped us lot attractions booking hotel central location next lot open restaurants supermarkets amazing experience trying lots cuisines turkish thai indian vietnamese chinese like bar couple bars corner open till late room bit small though everything clean super cozy also use restaurant pretty good affordable even didnt book food advance,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.9858}",0.9858,2
friends staycation,staycation friend linger longer promo two night stay good room bundled degrees restaurant downstairs takes two box includes signature burgers side room amenities room comfy enough two petite ladies like us interesting layout sink outside toilet use fancy metis brand soaps smell good wardrobe room though hang clothes mirror entrance hangers food comment burger combo included promo package fries tasted little stale otherwise burgers pretty decent service staff super friendly accommodated,4,2,friends staycationstaycation friend linger longer promo two night stay good room bundled degrees restaurant downstairs takes two box includes signature burgers side room amenities room comfy enough two petite ladies like us interesting layout sink outside toilet use fancy metis brand soaps smell good wardrobe room though hang clothes mirror entrance hangers food comment burger combo included promo package fries tasted little stale otherwise burgers pretty decent service staff super friendly accommodated,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.979}",0.979,2
fantastic location,stayed hotel nights th june hotel good location loads shops restaurants markets nearby ate restaurants located hotel guest discount food really good room spotless th floor room small knew arrived wasnt much shock joke pictures made room look huge basics room really comfy bed quilted mattress protector always makes difference green policy wont clean room day arrive unless request think quite good idea overall really good experience would definately stay,5,2,fantastic locationstayed hotel nights th june hotel good location loads shops restaurants markets nearby ate restaurants located hotel guest discount food really good room spotless th floor room small knew arrived wasnt much shock joke pictures made room look huge basics room really comfy bed quilted mattress protector always makes difference green policy wont clean room day arrive unless request think quite good idea overall really good experience would definately stay,"{'neg': 0.048, 'neu': 0.722, 'pos': 0.229, 'compound': 0.9386}",0.9386,2
cosy stay,consider price please look promotion packages website location service overall staying hotel g make us feel comfortable relax daryl goh serve us also impress us excellent pride service initial upgrade queen size bedroom single beds without charge explaining much convenience mum walk night true really thoughtful also early check us explaining everything detail make stay enjoyable definitely back,5,2,cosy stayconsider price please look promotion packages website location service overall staying hotel g make us feel comfortable relax daryl goh serve us also impress us excellent pride service initial upgrade queen size bedroom single beds without charge explaining much convenience mum walk night true really thoughtful also early check us explaining everything detail make stay enjoyable definitely back,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9794}",0.9794,2
second time third sure,ns time hotel brought friends along quite reasonable prices location great thought years closed covid hotel spotless clean worst last time came shower mold rust spots dust everywhere curtain blinds id room full dust opened cloud dust flew heads came friends total rooms dis also check whith story bathroom room important underline check inform wont clean room daily unless stay consecutive nights definitely us got room clean daily least restaurants good vibes,2,0,second time third surens time hotel brought friends along quite reasonable prices location great thought years closed covid hotel spotless clean worst last time came shower mold rust spots dust everywhere curtain blinds id room full dust opened cloud dust flew heads came friends total rooms dis also check whith story bathroom room important underline check inform wont clean room daily unless stay consecutive nights definitely us got room clean daily least restaurants good vibes,"{'neg': 0.043, 'neu': 0.685, 'pos': 0.272, 'compound': 0.9623}",0.9623,2
good short couple weekend getaway,room pretty small came chill couple time room pretty clean reasonable price paid good room queen need couple getaway location great nearest mrt station bencoolen stone throw away many eateries around consider coming back soon,4,2,good short couple weekend getawayroom pretty small came chill couple time room pretty clean reasonable price paid good room queen need couple getaway location great nearest mrt station bencoolen stone throw away many eateries around consider coming back soon,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9584}",0.9584,2
pleasant experience singapore,hotel manage darryl friendly got room upgrade late checkout room clean bed good mattress hotel offers good value money centric location come back sure,5,2,pleasant experience singaporehotel manage darryl friendly got room upgrade late checkout room clean bed good mattress hotel offers good value money centric location come back sure,"{'neg': 0.0, 'neu': 0.491, 'pos': 0.509, 'compound': 0.9565}",0.9565,2
small room bad service,smallest room bad service bed size small space move around room wash basin planned outside toilet go pictures booking site everything wrong,1,0,small room bad servicesmallest room bad service bed size small space move around room wash basin planned outside toilet go pictures booking site everything wrong,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.8779}",-0.8779,0
lovely room service,spent night great air con comfortable bed check smooth staff friendly lovely clean room even checked calling help easy left item behind great surroundings many food choices fortune centre return,5,2,lovely room servicespent night great air con comfortable bed check smooth staff friendly lovely clean room even checked calling help easy left item behind great surroundings many food choices fortune centre return,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9843}",0.9843,2
excellent service rendered,top notch service provided check left daryl senior duty manager one checked us friendly pleasant explaining check procedures patiently love excellent service provided truly gem industry hotel keep,5,2,excellent service renderedtop notch service provided check left daryl senior duty manager one checked us friendly pleasant explaining check procedures patiently love excellent service provided truly gem industry hotel keep,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.9682}",0.9682,2
staycay hotel g,overall good staff friendly free upgrade room staff also quick response request e g new toilet rolls however master button switch lights working shower curtain toilet,4,2,staycay hotel goverall good staff friendly free upgrade room staff also quick response request e g new toilet rolls however master button switch lights working shower curtain toilet,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.8555}",0.8555,2
dysfunctional establishment geared facilitate management customer,dysfunctional establishment appears run facilitate management customer different facilities like ginett open different times different days also book well advance ginett night stay unable secure table restaurant various parts hotel dysfunctional unable book restaurant reception tuesday ginett closed monday numerous examples since suspect management would interested waste time,2,0,dysfunctional establishment geared facilitate management customerdysfunctional establishment appears run facilitate management customer different facilities like ginett open different times different days also book well advance ginett night stay unable secure table restaurant various parts hotel dysfunctional unable book restaurant reception tuesday ginett closed monday numerous examples since suspect management would interested waste time,"{'neg': 0.081, 'neu': 0.762, 'pos': 0.157, 'compound': 0.5719}",0.5719,2
great accomodation amazing service,hotel g many times always loved unique homely rooms felt recent stay step partly due amazing service daryl hotel manager made sure needs met made check process seamless possible even take minutes get keys pleasantly surprised offered upgrade us bigger better room extended check timing would definitely come thanks daryl see,5,2,great accomodation amazing servicehotel g many times always loved unique homely rooms felt recent stay step partly due amazing service daryl hotel manager made sure needs met made check process seamless possible even take minutes get keys pleasantly surprised offered upgrade us bigger better room extended check timing would definitely come thanks daryl see,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.984}",0.984,2
best service staycation,front desk employees friendly helpful really tries best provide best service room clean cosy convenient location many good foods nearby recommended stay,5,2,best service staycationfront desk employees friendly helpful really tries best provide best service room clean cosy convenient location many good foods nearby recommended stay,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.9776}",0.9776,2
good hotel price,stayed many times visiting singapore inventive services always feel like think everything staff also friendly helpful even asked quite complex situations thing great walk trendy restaurant get entrance kind awkward otherwise great place,5,2,good hotel pricestayed many times visiting singapore inventive services always feel like think everything staff also friendly helpful even asked quite complex situations thing great walk trendy restaurant get entrance kind awkward otherwise great place,"{'neg': 0.031, 'neu': 0.523, 'pos': 0.446, 'compound': 0.9698}",0.9698,2
disappointed stay,spent nights hotel experience expectations pros nice design good location cons fridge thought star hotel poor breakfast selection choose one main course terrible worth choose stay others hotel including buffet breakfast hotel management public explicitly option guest consider book hotel rather mention breakfast included service ok staff friendly accommodating,2,0,disappointed stayspent nights hotel experience expectations pros nice design good location cons fridge thought star hotel poor breakfast selection choose one main course terrible worth choose stay others hotel including buffet breakfast hotel management public explicitly option guest consider book hotel rather mention breakfast included service ok staff friendly accommodating,"{'neg': 0.145, 'neu': 0.653, 'pos': 0.202, 'compound': 0.4019}",0.4019,2
nice stay singapore,stayed nights nice stay small room enough facility hope price cheaper location walking distance mrt stations explore city facilities new furnitures toiletries water coffee tea kettle etc staff kind friendly especially mr daryl goh room window looked exactly picture wifi strong nothing,4,2,nice stay singaporestayed nights nice stay small room enough facility hope price cheaper location walking distance mrt stations explore city facilities new furnitures toiletries water coffee tea kettle etc staff kind friendly especially mr daryl goh room window looked exactly picture wifi strong nothing,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9545}",0.9545,2
disappointing,rug hallway looks like day smell adds feeling gym advertised open get appointment receptionist mr luke insisted open room negotiation basta star hotel one would expect bottle water room shaving set maybe neither available go reception times finally managed get card key working yeah nah hotel let,2,0,disappointingrug hallway looks like day smell adds feeling gym advertised open get appointment receptionist mr luke insisted open room negotiation basta star hotel one would expect bottle water room shaving set maybe neither available go reception times finally managed get card key working yeah nah hotel let,"{'neg': 0.028, 'neu': 0.85, 'pos': 0.123, 'compound': 0.5859}",0.5859,2
poor quality hotel,rooms really tiny yet expensive business people poor service limited facilities low budget ok otherwise look better hotel good staff dont listen breakfast menu poor,5,2,poor quality hotelrooms really tiny yet expensive business people poor service limited facilities low budget ok otherwise look better hotel good staff dont listen breakfast menu poor,"{'neg': 0.33, 'neu': 0.471, 'pos': 0.199, 'compound': -0.6486}",-0.6486,0
nd staycation even better,nd stay hotel st great hotel conveniently located within walking distance various mrts line apart convenient location hawker centre shopping malls nearby tourist attractions within walking distance reception services front desk great hassle free able check fuss free booked great king room opinion great room basic amenities needed short stay spacious enough person breakfast served ginette great lunching great due affordable pricing within pax remember make reservation early quite crowded weekends overall impressive stay,5,2,nd staycation even betternd stay hotel st great hotel conveniently located within walking distance various mrts line apart convenient location hawker centre shopping malls nearby tourist attractions within walking distance reception services front desk great hassle free able check fuss free booked great king room opinion great room basic amenities needed short stay spacious enough person breakfast served ginette great lunching great due affordable pricing within pax remember make reservation early quite crowded weekends overall impressive stay,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.9901}",0.9901,2
review,room clean tidy staff named bella friendly cheerful polite made effort ensure best possible stay hotel g service rendered bella,5,2,reviewroom clean tidy staff named bella friendly cheerful polite made effort ensure best possible stay hotel g service rendered bella,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.9451}",0.9451,2
great location resonable price,little bit small others location breakfast price quite good revisit easily access hotel taxi deivers know location recommend short mid term biz trip quite small share room others,5,2,great location resonable pricelittle bit small others location breakfast price quite good revisit easily access hotel taxi deivers know location recommend short mid term biz trip quite small share room others,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9317}",0.9317,2
quick good check,returned customer always pleased quick check well quality service daryl team always top things makes every stay hassle stress free thank yet another great service look forward returning,5,2,quick good checkreturned customer always pleased quick check well quality service daryl team always top things makes every stay hassle stress free thank yet another great service look forward returning,"{'neg': 0.063, 'neu': 0.495, 'pos': 0.441, 'compound': 0.9413}",0.9413,2
modern facilities great attention detail,hotel room clean well maintained staff friendly polite breakfast selection main dishes waffles congee american breakfast etc free flow fruits croissants drinks also available room tv good selection channels also supports screen casting laptop android device youtube netflix shows shout manager duty daryl goh warm welcome exceptional service would happy return future,5,2,modern facilities great attention detailhotel room clean well maintained staff friendly polite breakfast selection main dishes waffles congee american breakfast etc free flow fruits croissants drinks also available room tv good selection channels also supports screen casting laptop android device youtube netflix shows shout manager duty daryl goh warm welcome exceptional service would happy return future,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.9806}",0.9806,2
top notch service excellence,stayed hotel g many many times probably best hotel singapore reservations team prompt accomodating reasonable requests housekeeping team always helpful timely worm senior duty manager mr daryl goh attentive requests upon check great experience glad hotel g wonderful team many stays ahead,5,2,top notch service excellencestayed hotel g many many times probably best hotel singapore reservations team prompt accomodating reasonable requests housekeeping team always helpful timely worm senior duty manager mr daryl goh attentive requests upon check great experience glad hotel g wonderful team many stays ahead,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.9618}",0.9618,2
could better,bad cleaning good location possible buy breakfast booked advance according unfriendly young small lady charge breakfast bad elevators took forever get room,2,0,could betterbad cleaning good location possible buy breakfast booked advance according unfriendly young small lady charge breakfast bad elevators took forever get room,"{'neg': 0.208, 'neu': 0.692, 'pos': 0.1, 'compound': -0.4767}",-0.4767,0
